trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 1.0}",20,0,-124.63860331364074,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
2,False,"{'a': 0.5, 'e': 0.9999995000000417}",30,0,-189.9602324005482,"{0: 14, 1: 4, 2: 8, 3: 3, 4: 1}",0
3,False,"{'a': 0.5, 'e': 0.9999980000006666}",20,0,-235.98803798913212,"{0: 7, 1: 3, 2: 5, 3: 1, 4: 4}",0
4,False,"{'a': 0.5, 'e': 0.999995500003375}",20,0,-109.22747755324642,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
5,False,"{'a': 0.5, 'e': 0.9999920000106667}",35,0,-118.44829081667038,"{0: 26, 1: 2, 2: 4, 3: 1, 4: 2}",0
6,False,"{'a': 0.5, 'e': 0.9999875000260416}",20,0,-21.882122622405493,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
7,False,"{'a': 0.5, 'e': 0.999982000054}",20,0,-79.20843353283227,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
8,False,"{'a': 0.5, 'e': 0.9999755001000415}",20,0,-166.16880226571263,"{0: 11, 1: 0, 2: 4, 3: 3, 4: 2}",0
9,False,"{'a': 0.5, 'e': 0.9999680001706663}",30,0,-211.86654572107722,"{0: 15, 1: 4, 2: 7, 3: 1, 4: 3}",0
10,False,"{'a': 0.5, 'e': 0.9999595002733742}",25,0,-201.31549035133983,"{0: 12, 1: 2, 2: 6, 3: 3, 4: 2}",0
11,False,"{'a': 0.5, 'e': 0.9999500004166653}",25,10,-36.31887162560543,"{0: 10, 1: 0, 2: 5, 3: 0, 4: 0}",1
12,False,"{'a': 0.5, 'e': 0.9999395006100392}",20,0,-54.202313123895,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
13,False,"{'a': 0.5, 'e': 0.9999280008639958}",20,0,-221.50311350817316,"{0: 9, 1: 2, 2: 4, 3: 1, 4: 4}",0
14,False,"{'a': 0.5, 'e': 0.9999155011900349}",25,0,-65.03517640073291,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
15,False,"{'a': 0.5, 'e': 0.9999020016006562}",30,0,-307.0631477700683,"{0: 12, 1: 3, 2: 8, 3: 3, 4: 4}",0
16,False,"{'a': 0.5, 'e': 0.9998875021093592}",30,0,-206.49149842330985,"{0: 16, 1: 1, 2: 10, 3: 0, 4: 3}",0
17,False,"{'a': 0.5, 'e': 0.9998720027306434}",30,0,-182.25540100541056,"{0: 20, 1: 4, 2: 2, 3: 0, 4: 4}",0
18,False,"{'a': 0.5, 'e': 0.9998555034800082}",20,0,-50.414387147183874,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
19,False,"{'a': 0.5, 'e': 0.9998380043739528}",20,0,-71.39183999532723,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
20,False,"{'a': 0.5, 'e': 0.9998195054299763}",25,0,-110.60245223415751,"{0: 14, 1: 3, 2: 5, 3: 3, 4: 0}",0
21,False,"{'a': 0.5, 'e': 0.9998000066665778}",20,0,-77.12077030265168,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
22,False,"{'a': 0.5, 'e': 0.9997795081032559}",25,0,-134.34054622157862,"{0: 12, 1: 5, 2: 6, 3: 1, 4: 1}",0
23,False,"{'a': 0.5, 'e': 0.9997580097605092}",20,0,-222.73586566111777,"{0: 9, 1: 2, 2: 4, 3: 1, 4: 4}",0
24,False,"{'a': 0.5, 'e': 0.9997355116598361}",20,0,-133.53035936331426,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
25,False,"{'a': 0.5, 'e': 0.9997120138237345}",25,0,-92.47594092867347,"{0: 15, 1: 5, 2: 4, 3: 0, 4: 1}",0
26,False,"{'a': 0.5, 'e': 0.9996875162757026}",20,0,-123.91154770047746,"{0: 8, 1: 4, 2: 7, 3: 0, 4: 1}",0
27,False,"{'a': 0.5, 'e': 0.9996620190402377}",25,0,-88.82718104830406,"{0: 15, 1: 3, 2: 5, 3: 2, 4: 0}",0
28,False,"{'a': 0.5, 'e': 0.9996355221428369}",30,0,-67.92153001359158,"{0: 22, 1: 4, 2: 3, 3: 0, 4: 1}",0
29,False,"{'a': 0.5, 'e': 0.9996080256099974}",20,0,-73.92399325480675,"{0: 11, 1: 7, 2: 1, 3: 0, 4: 1}",0
30,False,"{'a': 0.5, 'e': 0.9995795294692156}",25,0,-172.52724366268154,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 3}",0
31,False,"{'a': 0.5, 'e': 0.9995500337489875}",20,0,-107.11795520137018,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
32,False,"{'a': 0.5, 'e': 0.999519538478809}",20,0,-41.61375324423115,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
33,False,"{'a': 0.5, 'e': 0.9994880436891754}",20,0,-130.63955531794787,"{0: 9, 1: 6, 2: 3, 3: 0, 4: 2}",0
34,False,"{'a': 0.5, 'e': 0.9994555494115813}",25,0,-110.35871636787377,"{0: 13, 1: 7, 2: 3, 3: 1, 4: 1}",0
35,False,"{'a': 0.5, 'e': 0.9994220556785212}",25,0,-231.55535636962986,"{0: 12, 1: 3, 2: 5, 3: 1, 4: 4}",0
36,False,"{'a': 0.5, 'e': 0.9993875625234886}",25,0,-101.49898804082756,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
37,False,"{'a': 0.5, 'e': 0.9993520699809768}",20,0,-98.40020540192984,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
38,False,"{'a': 0.5, 'e': 0.9993155780864782}",20,0,-84.14551974489545,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
39,False,"{'a': 0.5, 'e': 0.9992780868764849}",30,0,-135.43149550522796,"{0: 15, 1: 8, 2: 5, 3: 1, 4: 1}",0
40,False,"{'a': 0.5, 'e': 0.999239596388488}",25,0,-110.08325085138854,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
41,False,"{'a': 0.5, 'e': 0.9992001066609779}",20,0,-154.5815329280391,"{0: 9, 1: 4, 2: 4, 3: 1, 4: 2}",0
42,False,"{'a': 0.5, 'e': 0.9991596177334445}",25,0,-102.70464334406195,"{0: 13, 1: 3, 2: 8, 3: 1, 4: 0}",0
43,False,"{'a': 0.5, 'e': 0.9991181296463766}",25,0,-172.0893125002688,"{0: 11, 1: 1, 2: 10, 3: 2, 4: 1}",0
44,False,"{'a': 0.5, 'e': 0.9990756424412622}",30,0,-271.8034731691372,"{0: 12, 1: 7, 2: 5, 3: 2, 4: 4}",0
45,False,"{'a': 0.5, 'e': 0.9990321561605888}",20,0,-45.90614763344954,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
46,False,"{'a': 0.5, 'e': 0.9989876708478425}",25,0,-109.64220859638837,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
47,False,"{'a': 0.5, 'e': 0.9989421865475084}",25,0,-80.43639071035014,"{0: 13, 1: 5, 2: 7, 3: 0, 4: 0}",0
48,False,"{'a': 0.5, 'e': 0.9988957033050712}",25,0,-222.06710908578313,"{0: 12, 1: 3, 2: 6, 3: 0, 4: 4}",0
49,False,"{'a': 0.5, 'e': 0.9988482211670138}",20,0,-127.5506781435145,"{0: 13, 1: 2, 2: 1, 3: 2, 4: 2}",0
50,False,"{'a': 0.5, 'e': 0.9987997401808185}",20,0,-213.43140035772163,"{0: 7, 1: 4, 2: 4, 3: 2, 4: 3}",0
51,False,"{'a': 0.5, 'e': 0.9987502603949663}",30,0,-259.2821323404027,"{0: 15, 1: 3, 2: 6, 3: 2, 4: 4}",0
52,False,"{'a': 0.5, 'e': 0.9986997818589368}",20,0,-103.90233184159601,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
53,False,"{'a': 0.5, 'e': 0.9986483046232089}",20,0,-57.383503828717444,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
54,False,"{'a': 0.5, 'e': 0.9985958287392593}",20,0,-105.97896391676022,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
55,False,"{'a': 0.5, 'e': 0.9985423542595644}",20,0,-113.68886330081273,"{0: 9, 1: 3, 2: 7, 3: 0, 4: 1}",0
56,False,"{'a': 0.5, 'e': 0.9984878812375985}",25,0,-144.53647296241394,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",0
57,False,"{'a': 0.5, 'e': 0.9984324097278344}",20,0,-194.9004252274575,"{0: 8, 1: 6, 2: 2, 3: 0, 4: 4}",0
58,False,"{'a': 0.5, 'e': 0.9983759397857438}",30,0,-144.10656752689374,"{0: 18, 1: 4, 2: 5, 3: 1, 4: 2}",0
59,False,"{'a': 0.5, 'e': 0.9983184714677966}",25,0,-193.44176163734662,"{0: 11, 1: 3, 2: 7, 3: 2, 4: 2}",0
60,False,"{'a': 0.5, 'e': 0.9982600048314613}",20,13,-21.91899295435013,"{0: 4, 1: 2, 2: 0, 3: 1, 4: 0}",1
61,False,"{'a': 0.5, 'e': 0.9982005399352042}",25,0,-103.76510976555247,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
62,False,"{'a': 0.5, 'e': 0.9981400768384904}",25,0,-143.20112888599485,"{0: 11, 1: 3, 2: 10, 3: 0, 4: 1}",0
63,False,"{'a': 0.5, 'e': 0.9980786156017829}",20,0,-108.64107679210667,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
64,False,"{'a': 0.5, 'e': 0.9980161562865429}",20,0,-79.92250261956458,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
65,False,"{'a': 0.5, 'e': 0.99795269895523}",20,0,-75.42011153825939,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
66,False,"{'a': 0.5, 'e': 0.9978882436713011}",20,0,-158.58628560021654,"{0: 8, 1: 4, 2: 5, 3: 1, 4: 2}",0
67,False,"{'a': 0.5, 'e': 0.9978227904992117}",20,0,-57.82950326052362,"{0: 10, 1: 5, 2: 5, 3: 0, 4: 0}",0
68,False,"{'a': 0.5, 'e': 0.9977563395044151}",30,0,-203.61037325881543,"{0: 16, 1: 4, 2: 6, 3: 1, 4: 3}",0
69,False,"{'a': 0.5, 'e': 0.9976888907533621}",30,0,-222.28379007876302,"{0: 14, 1: 5, 2: 7, 3: 1, 4: 3}",0
70,False,"{'a': 0.5, 'e': 0.9976204443135014}",25,20,9.706262325870526,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,False,"{'a': 0.5, 'e': 0.9975510002532796}",25,0,-202.83041460425056,"{0: 13, 1: 4, 2: 4, 3: 0, 4: 4}",0
72,False,"{'a': 0.5, 'e': 0.9974805586421406}",20,0,-130.27734396008233,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
73,False,"{'a': 0.5, 'e': 0.9974091195505261}",25,0,-80.90548669884997,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
74,False,"{'a': 0.5, 'e': 0.9973366830498752}",25,0,-183.0007899977479,"{0: 15, 1: 5, 2: 1, 3: 0, 4: 4}",0
75,False,"{'a': 0.5, 'e': 0.9972632492126244}",20,0,-97.77784806689762,"{0: 8, 1: 5, 2: 6, 3: 1, 4: 0}",0
76,False,"{'a': 0.5, 'e': 0.9971888181122075}",20,0,-210.11931401833522,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 4}",0
77,False,"{'a': 0.5, 'e': 0.9971133898230555}",25,0,-67.41629460382822,"{0: 17, 1: 3, 2: 3, 3: 2, 4: 0}",0
78,False,"{'a': 0.5, 'e': 0.9970369644205967}",30,0,-156.08489340213987,"{0: 18, 1: 2, 2: 7, 3: 1, 4: 2}",0
79,False,"{'a': 0.5, 'e': 0.9969595419812568}",25,0,-77.75661889844345,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
80,False,"{'a': 0.5, 'e': 0.9968811225824579}",20,0,-89.47154686357707,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
81,False,"{'a': 0.5, 'e': 0.9968017063026194}",20,0,-90.79436906312252,"{0: 10, 1: 4, 2: 4, 3: 2, 4: 0}",0
82,False,"{'a': 0.5, 'e': 0.9967212932211577}",30,0,-52.2739415667216,"{0: 21, 1: 2, 2: 7, 3: 0, 4: 0}",0
83,False,"{'a': 0.5, 'e': 0.9966398834184859}",25,6,-200.01247944812556,"{0: 9, 1: 4, 2: 1, 3: 1, 4: 4}",1
84,False,"{'a': 0.5, 'e': 0.9965574769760137}",25,0,-120.26541216982265,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
85,False,"{'a': 0.5, 'e': 0.9964740739761475}",20,0,-137.22297247242972,"{0: 7, 1: 4, 2: 7, 3: 1, 4: 1}",0
86,False,"{'a': 0.5, 'e': 0.9963896745022904}",25,0,-253.9461931963305,"{0: 11, 1: 2, 2: 6, 3: 2, 4: 4}",0
87,False,"{'a': 0.5, 'e': 0.996304278638842}",20,0,-129.93597465413245,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
88,False,"{'a': 0.5, 'e': 0.9962178864711978}",30,9,-138.00160588878313,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 2}",1
89,False,"{'a': 0.5, 'e': 0.9961304980857502}",25,0,-190.34841409281694,"{0: 11, 1: 4, 2: 6, 3: 2, 4: 2}",0
90,False,"{'a': 0.5, 'e': 0.9960421135698875}",25,0,-109.47424588920052,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
91,False,"{'a': 0.5, 'e': 0.9959527330119943}",30,0,-186.98638298748176,"{0: 20, 1: 4, 2: 2, 3: 0, 4: 4}",0
92,False,"{'a': 0.5, 'e': 0.9958623565014509}",25,0,-234.43955118083744,"{0: 12, 1: 2, 2: 6, 3: 1, 4: 4}",0
93,False,"{'a': 0.5, 'e': 0.9957709841286342}",25,0,-131.84447075687984,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
94,False,"{'a': 0.5, 'e': 0.9956786159849162}",20,0,-248.172130732562,"{0: 5, 1: 3, 2: 8, 3: 0, 4: 4}",0
95,False,"{'a': 0.5, 'e': 0.9955852521626654}",25,0,-108.5049272770566,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
96,False,"{'a': 0.5, 'e': 0.9954908927552453}",30,0,-139.59920246010458,"{0: 18, 1: 2, 2: 7, 3: 2, 4: 1}",0
97,False,"{'a': 0.5, 'e': 0.9953955378570153}",20,0,-159.18142650111528,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
98,False,"{'a': 0.5, 'e': 0.9952991875633305}",20,0,-106.80016013143207,"{0: 8, 1: 5, 2: 5, 3: 2, 4: 0}",0
99,False,"{'a': 0.5, 'e': 0.995201841970541}",25,0,-61.98946092049604,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
100,False,"{'a': 0.5, 'e': 0.9951035011759926}",20,0,-107.47884256254221,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
101,False,"{'a': 0.5, 'e': 0.9950041652780257}",25,0,-42.415928988435155,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
102,False,"{'a': 0.5, 'e': 0.9949038343759766}",20,0,-117.35212354334973,"{0: 12, 1: 2, 2: 2, 3: 3, 4: 1}",0
103,False,"{'a': 0.5, 'e': 0.994802508570176}",20,0,-12.322391549519775,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
104,False,"{'a': 0.5, 'e': 0.9947001879619498}",20,0,-171.16065606789172,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 3}",0
105,False,"{'a': 0.5, 'e': 0.9945968726536185}",30,0,-216.02139534081883,"{0: 15, 1: 3, 2: 8, 3: 1, 4: 3}",0
106,False,"{'a': 0.5, 'e': 0.9944925627484974}",20,0,-96.39352624315798,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
107,False,"{'a': 0.5, 'e': 0.9943872583508965}",25,0,-129.9151607096224,"{0: 14, 1: 5, 2: 4, 3: 0, 4: 2}",0
108,False,"{'a': 0.5, 'e': 0.9942809595661201}",20,0,-48.507761754150536,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
109,False,"{'a': 0.5, 'e': 0.9941736665004669}",30,3,-146.72205107054725,"{0: 15, 1: 4, 2: 5, 3: 1, 4: 2}",1
110,False,"{'a': 0.5, 'e': 0.9940653792612301}",25,0,-191.58585618020925,"{0: 12, 1: 4, 2: 6, 3: 0, 4: 3}",0
111,False,"{'a': 0.5, 'e': 0.9939560979566968}",20,0,-91.6101790422447,"{0: 13, 1: 5, 2: 0, 3: 0, 4: 2}",0
112,False,"{'a': 0.5, 'e': 0.9938458226961485}",20,0,-48.83017221080788,"{0: 11, 1: 6, 2: 3, 3: 0, 4: 0}",0
113,False,"{'a': 0.5, 'e': 0.9937345535898603}",25,0,-136.44678195276796,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
114,False,"{'a': 0.5, 'e': 0.9936222907491012}",35,20,-33.16611932352346,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 0}",1
115,False,"{'a': 0.5, 'e': 0.9935090342861344}",20,0,-142.5629670380289,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 3}",0
116,False,"{'a': 0.5, 'e': 0.9933947843142158}",20,15,-32.13162183533371,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
117,False,"{'a': 0.5, 'e': 0.9932795409475959}",25,0,-103.85290099471575,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
118,False,"{'a': 0.5, 'e': 0.9931633043015177}",20,0,-89.38221290299812,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
119,False,"{'a': 0.5, 'e': 0.993046074492218}",20,0,-92.12865586579714,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
120,False,"{'a': 0.5, 'e': 0.9929278516369265}",25,14,-93.85858464482466,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 2}",1
121,False,"{'a': 0.5, 'e': 0.9928086358538663}",20,8,-29.449980609106866,"{0: 8, 1: 2, 2: 1, 3: 1, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.9926884272622528}",25,0,-69.2876689404281,"{0: 14, 1: 4, 2: 7, 3: 0, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.9925672259822949}",35,7,-181.33615728265357,"{0: 14, 1: 6, 2: 5, 3: 0, 4: 3}",1
124,False,"{'a': 0.5, 'e': 0.9924450321351935}",25,0,-218.26282838599857,"{0: 13, 1: 1, 2: 7, 3: 0, 4: 4}",0
125,False,"{'a': 0.5, 'e': 0.9923218458431429}",20,0,-55.501145275784914,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
126,False,"{'a': 0.5, 'e': 0.992197667229329}",30,11,-85.86277150021924,"{0: 10, 1: 2, 2: 5, 3: 2, 4: 0}",1
127,False,"{'a': 0.5, 'e': 0.9920724964179307}",20,0,-132.36565306610112,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
128,False,"{'a': 0.5, 'e': 0.9919463335341185}",30,1,-123.56749775464213,"{0: 18, 1: 5, 2: 4, 3: 0, 4: 2}",1
129,False,"{'a': 0.5, 'e': 0.9918191787040556}",20,0,-163.27482917531105,"{0: 10, 1: 1, 2: 5, 3: 2, 4: 2}",0
130,False,"{'a': 0.5, 'e': 0.9916910320548965}",25,0,-73.54396056477931,"{0: 14, 1: 4, 2: 7, 3: 0, 4: 0}",0
131,False,"{'a': 0.5, 'e': 0.9915618937147881}",20,0,-196.84383140550864,"{0: 9, 1: 1, 2: 6, 3: 1, 4: 3}",0
132,False,"{'a': 0.5, 'e': 0.9914317638128685}",25,0,-145.39247908640976,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
133,False,"{'a': 0.5, 'e': 0.9913006424792677}",20,0,-156.32202305260103,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 3}",0
134,False,"{'a': 0.5, 'e': 0.9911685298451072}",20,0,-108.81344554353035,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
135,False,"{'a': 0.5, 'e': 0.9910354260424993}",30,2,-131.31989850130154,"{0: 15, 1: 7, 2: 3, 3: 2, 4: 1}",1
136,False,"{'a': 0.5, 'e': 0.9909013312045479}",20,0,-71.77657840978003,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
137,False,"{'a': 0.5, 'e': 0.990766245465348}",20,0,-135.09743992876184,"{0: 11, 1: 0, 2: 6, 3: 2, 4: 1}",0
138,False,"{'a': 0.5, 'e': 0.9906301689599851}",20,0,-73.68220688799396,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
139,False,"{'a': 0.5, 'e': 0.9904931018245359}",25,0,-110.26989603332073,"{0: 14, 1: 1, 2: 8, 3: 2, 4: 0}",0
140,False,"{'a': 0.5, 'e': 0.9903550441960673}",20,0,-141.35210893455852,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
141,False,"{'a': 0.5, 'e': 0.9902159962126371}",20,0,-71.73257216355721,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
142,False,"{'a': 0.5, 'e': 0.9900759580132933}",25,0,-120.02426326371037,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
143,False,"{'a': 0.5, 'e': 0.9899349297380738}",25,0,-198.6871094449733,"{0: 13, 1: 3, 2: 4, 3: 2, 4: 3}",0
144,False,"{'a': 0.5, 'e': 0.9897929115280072}",25,0,-84.22485645428247,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
145,False,"{'a': 0.5, 'e': 0.9896499035251115}",20,0,-88.92701364184644,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
146,False,"{'a': 0.5, 'e': 0.9895059058723947}",30,0,-200.73691892669606,"{0: 21, 1: 1, 2: 2, 3: 2, 4: 4}",0
147,False,"{'a': 0.5, 'e': 0.9893609187138546}",20,2,-27.486394738596232,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.9892149421944781}",25,0,-91.66063483728057,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
149,False,"{'a': 0.5, 'e': 0.989067976460242}",25,0,-141.05094077885218,"{0: 11, 1: 6, 2: 6, 3: 1, 4: 1}",0
150,False,"{'a': 0.5, 'e': 0.9889200216581118}",20,0,-59.088559616397085,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
151,False,"{'a': 0.5, 'e': 0.9887710779360422}",35,0,-111.48759402077464,"{0: 25, 1: 4, 2: 4, 3: 0, 4: 2}",0
152,False,"{'a': 0.5, 'e': 0.9886211454429773}",20,0,-161.0762527776615,"{0: 7, 1: 2, 2: 8, 3: 2, 4: 1}",0
153,False,"{'a': 0.5, 'e': 0.9884702243288492}",20,0,-80.56329878817998,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
154,False,"{'a': 0.5, 'e': 0.9883183147445792}",25,0,-178.63038695529158,"{0: 12, 1: 2, 2: 8, 3: 1, 4: 2}",0
155,False,"{'a': 0.5, 'e': 0.9881654168420767}",30,0,-147.63724411323724,"{0: 14, 1: 6, 2: 9, 3: 0, 4: 1}",0
156,False,"{'a': 0.5, 'e': 0.9880115307742399}",20,7,-11.104671051646019,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.9878566566949545}",20,0,-161.6536692673441,"{0: 8, 1: 5, 2: 4, 3: 1, 4: 2}",0
158,False,"{'a': 0.5, 'e': 0.9877007947590948}",30,0,-139.34966135950455,"{0: 17, 1: 6, 2: 5, 3: 0, 4: 2}",0
159,False,"{'a': 0.5, 'e': 0.9875439451225226}",20,0,-114.87275859453645,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
160,False,"{'a': 0.5, 'e': 0.9873861079420876}",20,0,-30.674379130618945,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
161,False,"{'a': 0.5, 'e': 0.9872272833756269}",20,0,-91.30002912979218,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
162,False,"{'a': 0.5, 'e': 0.9870674715819652}",25,0,-183.36650981600488,"{0: 13, 1: 4, 2: 4, 3: 1, 4: 3}",0
163,False,"{'a': 0.5, 'e': 0.986906672720914}",20,6,-61.13397775085915,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
164,False,"{'a': 0.5, 'e': 0.9867448869532726}",30,0,-110.0617807464909,"{0: 19, 1: 2, 2: 8, 3: 0, 4: 1}",0
165,False,"{'a': 0.5, 'e': 0.9865821144408262}",25,0,-152.35335546327642,"{0: 12, 1: 7, 2: 3, 3: 1, 4: 2}",0
166,False,"{'a': 0.5, 'e': 0.9864183553463477}",20,0,-144.87689443430094,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
167,False,"{'a': 0.5, 'e': 0.986253609833596}",20,0,-82.00392655868745,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
168,False,"{'a': 0.5, 'e': 0.9860878780673167}",30,0,-141.3675307092291,"{0: 17, 1: 3, 2: 7, 3: 2, 4: 1}",0
169,False,"{'a': 0.5, 'e': 0.9859211602132415}",25,0,-88.09907245434411,"{0: 13, 1: 4, 2: 8, 3: 0, 4: 0}",0
170,False,"{'a': 0.5, 'e': 0.9857534564380882}",20,0,-125.25412022248216,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
171,False,"{'a': 0.5, 'e': 0.9855847669095608}",20,0,-194.80472771723387,"{0: 10, 1: 0, 2: 5, 3: 2, 4: 3}",0
172,False,"{'a': 0.5, 'e': 0.9854150917963483}",25,0,-95.43979618400475,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
173,False,"{'a': 0.5, 'e': 0.9852444312681263}",25,0,-45.082410066511876,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
174,False,"{'a': 0.5, 'e': 0.9850727854955552}",30,0,-76.86521843434168,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
175,False,"{'a': 0.5, 'e': 0.9849001546502806}",25,0,-116.67217652772669,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
176,False,"{'a': 0.5, 'e': 0.9847265389049334}",25,0,-124.67004766901016,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
177,False,"{'a': 0.5, 'e': 0.9845519384331295}",25,0,-113.52326930523294,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
178,False,"{'a': 0.5, 'e': 0.984376353409469}",20,0,-117.2213708353859,"{0: 7, 1: 7, 2: 5, 3: 0, 4: 1}",0
179,False,"{'a': 0.5, 'e': 0.9841997840095373}",20,0,-145.68783531594914,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 2}",0
180,False,"{'a': 0.5, 'e': 0.9840222304099036}",20,0,-103.98175636481453,"{0: 11, 1: 4, 2: 2, 3: 2, 4: 1}",0
181,False,"{'a': 0.5, 'e': 0.9838436927881214}",20,0,-98.27531510090746,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
182,False,"{'a': 0.5, 'e': 0.9836641713227284}",25,0,-37.27713903525515,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
183,False,"{'a': 0.5, 'e': 0.9834836661932461}",20,0,-149.32773089002796,"{0: 9, 1: 4, 2: 4, 3: 1, 4: 2}",0
184,False,"{'a': 0.5, 'e': 0.9833021775801796}",20,0,-101.76898378769431,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
